Machine_ID,Temperature,Run_Time,Torque,Tool_Wear,Downtime_Flag
697,83.0,366.0,35.4,189.0,0
698,67.0,127.0,41.9,98.0,0
699,89.0,275.0,55.1,68.0,0
700,78.0,235.0,46.1,185.0,0
701,75.0,442.0,45.1,5.0,0
702,90.0,334.0,35.7,116.0,0
703,73.0,290.0,25.2,110.0,0
704,66.0,102.0,37.9,44.0,0
705,64.0,323.0,52.1,86.0,0
706,86.0,103.0,24.7,130.0,0
707,67.0,202.0,29.4,145.0,0
708,98.0,114.0,41.3,0.0,0
709,60.0,361.0,30.2,187.0,0
710,97.0,143.0,32.1,33.0,0
711,82.0,226.0,35.8,47.0,0
712,79.0,453.0,26.3,53.0,0
713,75.0,142.0,30.3,8.0,0
714,84.0,279.0,47.0,25.0,0
715,80.0,239.0,26.9,197.0,0
716,91.0,58.0,24.0,63.0,0
717,81.0,407.0,33.7,23.0,0
718,82.0,81.0,47.3,21.0,0
719,76.0,263.0,38.0,144.0,0
720,79.0,302.0,35.4,171.0,0
721,83.0,333.0,40.4,51.0,0
722,63.0,360.0,22.5,4.0,0
723,67.0,164.0,44.9,45.0,0
724,87.0,54.0,43.8,11.0,0
725,82.0,376.0,35.9,21.0,0
726,78.0,291.0,50.1,86.0,0
727,80.0,426.0,28.7,46.0,0
728,83.0,420.0,51.3,103.0,0
729,75.0,429.0,41.5,51.0,0
730,72.0,268.0,36.6,188.0,0
731,82.0,200.0,39.8,181.0,0
732,70.0,406.0,38.9,113.0,0
733,84.0,253.0,52.2,71.0,0
734,63.0,133.0,29.2,76.0,0
735,90.0,435.0,32.4,82.0,0
736,85.0,447.0,50.4,146.0,0
737,83.0,260.0,34.0,90.0,0
738,90.0,84.0,49.0,171.0,0
739,97.0,225.0,57.0,189.0,0
740,90.0,412.0,36.0,67.0,0
741,62.0,456.0,46.8,112.0,0
742,67.0,142.0,28.5,19.0,0
743,74.0,80.0,47.5,40.0,0
744,80.0,445.0,42.0,83.0,0
745,85.0,225.0,44.7,41.0,0
746,73.0,294.0,33.5,175.0,0
747,82.0,486.0,23.4,32.0,0
748,72.0,80.0,45.0,91.0,0
749,74.0,342.0,19.4,121.0,0
750,66.0,83.0,36.8,138.0,0
751,71.0,219.0,49.4,77.0,0
752,66.0,412.0,41.9,174.0,0
753,70.0,245.0,59.5,114.0,0
754,91.0,499.0,50.3,88.0,1
755,71.0,302.0,33.5,13.0,0
756,100.0,195.0,40.3,93.0,0
757,85.0,149.0,39.5,164.0,0
758,82.0,208.0,24.2,123.0,0
759,71.0,218.0,30.6,166.0,0
760,87.0,81.0,34.4,99.0,0
761,74.0,216.0,19.6,24.0,0
762,81.0,259.0,40.5,3.0,0
763,100.0,375.0,37.5,61.0,0
764,79.0,346.0,23.3,140.0,0
765,91.0,369.0,44.0,158.0,0
766,73.0,54.0,47.2,59.0,0
767,80.0,148.0,42.3,99.0,0
768,98.0,348.0,36.8,84.0,0
769,74.0,268.0,45.9,82.0,0
770,98.0,52.0,46.8,46.0,0
771,87.0,412.0,43.1,27.0,0
772,74.0,398.0,31.8,39.0,0
773,86.0,297.0,42.8,11.0,0
774,90.0,80.0,52.0,40.0,0
775,86.0,395.0,34.0,2.0,0
776,64.0,313.0,61.0,125.0,1
777,73.0,402.0,34.7,63.0,0
778,78.0,388.0,40.3,195.0,0
779,79.0,411.0,33.3,39.0,0
780,86.0,283.0,42.2,69.0,0
781,82.0,113.0,22.6,72.0,0
782,67.0,352.0,34.5,2.0,0
783,84.0,329.0,29.1,168.0,0
784,86.0,384.0,41.4,6.0,0
785,86.0,126.0,49.9,188.0,0
786,91.0,138.0,46.5,178.0,0
787,88.0,451.0,16.3,107.0,0
788,85.0,387.0,60.4,109.0,1
789,79.0,459.0,43.0,131.0,0
790,63.0,391.0,32.2,77.0,0
791,84.0,319.0,41.6,129.0,0
792,82.0,344.0,41.8,9.0,0
793,83.0,450.0,33.3,11.0,0
794,67.0,310.0,42.0,91.0,0
795,69.0,335.0,33.9,110.0,0
796,91.0,120.0,36.0,178.0,0
797,80.0,263.0,33.1,21.0,0
798,87.0,372.0,25.7,165.0,0
799,80.0,172.0,41.5,42.0,0
800,80.0,141.0,45.9,79.0,0
801,89.0,191.0,45.1,63.0,0
802,75.0,159.0,48.2,80.0,0
803,81.0,147.0,43.2,30.0,0
804,75.0,241.0,34.7,101.0,0
805,76.0,459.0,48.4,160.0,0
806,77.0,278.0,26.4,88.0,0
807,82.0,135.0,31.0,98.0,0
808,75.0,85.0,30.4,170.0,0
809,93.0,363.0,50.8,141.0,0
810,71.0,222.0,49.4,98.0,0
811,78.0,420.0,44.9,52.0,0
812,76.0,347.0,50.7,177.0,0
813,94.0,408.0,31.2,115.0,1
814,82.0,172.0,43.5,44.0,0
815,90.0,362.0,38.7,54.0,0
816,65.0,169.0,48.5,161.0,0
817,83.0,473.0,38.8,9.0,0
818,89.0,336.0,36.2,198.0,0
819,81.0,196.0,45.4,26.0,0
820,91.0,171.0,48.8,159.0,0
821,75.0,136.0,33.3,79.0,0
822,94.0,363.0,39.4,98.0,0
823,100.0,148.0,29.4,176.0,0
824,76.0,318.0,15.0,83.0,0
825,76.0,169.0,42.0,107.0,0
826,95.0,348.0,46.1,10.0,0
827,96.0,417.0,42.6,0.0,1
828,75.0,400.0,20.5,49.0,0
829,76.0,392.0,36.5,136.0,0
830,77.0,134.0,17.8,24.0,0
831,67.0,90.0,53.7,23.0,0
832,71.0,365.0,29.1,82.0,0
833,70.0,216.0,52.6,130.0,0
834,72.0,245.0,49.5,142.0,0
835,80.0,64.0,31.0,36.0,0
836,82.0,167.0,28.7,16.0,0
837,96.0,65.0,43.5,188.0,0
838,70.0,446.0,31.6,52.0,0
839,90.0,160.0,41.0,171.0,0
840,78.0,301.0,35.2,173.0,0
841,80.0,68.0,22.2,155.0,0
842,87.0,350.0,17.7,34.0,0
843,69.0,195.0,42.3,164.0,0
844,84.0,454.0,34.4,154.0,0
845,82.0,450.0,34.5,119.0,0
846,85.0,196.0,47.0,67.0,0
847,83.0,455.0,51.7,53.0,0
848,100.0,498.0,37.3,24.0,1
849,74.0,421.0,36.6,102.0,0
850,75.0,430.0,45.0,117.0,0
851,74.0,162.0,26.4,72.0,0
852,74.0,310.0,42.2,95.0,0
853,74.0,80.0,45.5,73.0,0
854,92.0,93.0,46.8,128.0,0
855,94.0,500.0,20.6,180.0,1
856,74.0,197.0,32.4,33.0,0
857,72.0,387.0,31.2,76.0,0
858,85.0,413.0,41.0,28.0,0
859,74.0,436.0,44.8,125.0,0
860,86.0,499.0,55.0,146.0,0
861,82.0,159.0,35.1,186.0,0
862,65.0,68.0,35.0,56.0,0
863,95.0,235.0,51.5,190.0,0
864,98.0,109.0,43.0,13.0,0
865,74.0,60.0,52.7,121.0,0
866,76.0,212.0,42.9,11.0,0
867,83.0,403.0,28.4,179.0,0
868,83.0,305.0,26.7,106.0,0
869,87.0,191.0,24.5,134.0,0
870,100.0,344.0,46.6,166.0,0
871,78.0,154.0,51.9,30.0,0
872,72.0,56.0,58.5,8.0,0
873,66.0,394.0,48.4,176.0,0
874,73.0,331.0,51.6,63.0,0
875,80.0,393.0,34.2,26.0,0
876,98.0,68.0,28.4,94.0,0
877,75.0,427.0,48.5,120.0,0
878,82.0,329.0,44.2,6.0,0
879,80.0,304.0,41.1,55.0,0
880,92.0,331.0,43.9,7.0,0
881,100.0,439.0,43.2,84.0,1
882,75.0,314.0,52.8,179.0,0
883,75.0,311.0,52.9,197.0,0
884,90.0,496.0,45.4,127.0,0
885,87.0,391.0,48.5,32.0,0
886,98.0,249.0,45.1,181.0,0
887,86.0,368.0,35.4,103.0,0
888,76.0,225.0,47.6,31.0,0
889,86.0,153.0,26.1,184.0,0
890,91.0,319.0,50.5,151.0,0
891,88.0,468.0,28.1,146.0,0
892,85.0,468.0,42.9,142.0,0
893,91.0,204.0,31.5,40.0,0
894,92.0,287.0,45.5,42.0,0
895,94.0,145.0,39.7,138.0,0
896,86.0,498.0,24.1,44.0,0
897,78.0,492.0,44.2,88.0,0
898,81.0,342.0,34.2,156.0,0
899,92.0,412.0,48.8,157.0,1
900,72.0,372.0,40.0,91.0,0
901,84.0,317.0,44.0,158.0,0
902,76.0,74.0,30.4,168.0,0
903,80.0,255.0,34.1,131.0,0
904,93.0,354.0,35.4,46.0,0
905,82.0,355.0,48.6,55.0,0
906,80.0,218.0,56.8,63.0,0
907,66.0,474.0,31.9,23.0,0
908,87.0,125.0,50.8,55.0,0
909,86.0,275.0,18.3,42.0,0
910,100.0,361.0,28.1,91.0,0
911,77.0,364.0,30.4,182.0,0
912,82.0,342.0,26.5,21.0,0
913,82.0,174.0,24.2,144.0,0
914,96.0,120.0,44.1,137.0,0
915,79.0,336.0,37.9,19.0,0
916,83.0,320.0,43.8,185.0,0
917,86.0,131.0,46.9,114.0,0
918,82.0,367.0,42.7,73.0,0
919,76.0,255.0,46.6,151.0,0
920,82.0,350.0,39.3,51.0,0
921,91.0,427.0,28.1,139.0,1
922,70.0,126.0,50.6,8.0,0
923,81.0,59.0,34.1,168.0,0
924,73.0,401.0,30.6,90.0,0
925,92.0,324.0,38.2,127.0,0
926,65.0,365.0,30.9,44.0,0
927,74.0,427.0,35.8,135.0,0
928,84.0,411.0,43.4,154.0,0
929,96.0,482.0,43.5,95.0,1
930,79.0,291.0,31.0,124.0,0
931,74.0,270.0,35.1,91.0,0
932,99.0,231.0,50.7,179.0,0
933,66.0,119.0,45.0,100.0,0
934,60.0,308.0,60.8,168.0,1
935,84.0,175.0,51.8,160.0,0
936,75.0,465.0,51.4,82.0,0
937,70.0,312.0,26.1,46.0,0
938,87.0,317.0,47.6,81.0,0
939,82.0,210.0,39.5,165.0,0
940,74.0,73.0,34.5,46.0,0
941,67.0,64.0,41.7,105.0,0
942,89.0,241.0,49.5,161.0,0
943,87.0,88.0,45.0,71.0,0
944,79.0,323.0,31.2,128.0,0
945,98.0,446.0,47.4,49.0,1
946,69.0,447.0,33.6,22.0,0
947,65.0,347.0,42.2,159.0,0
948,73.0,145.0,37.0,20.0,0
949,80.0,438.0,37.8,54.0,0
950,82.0,449.0,47.7,171.0,0
951,78.0,138.0,29.6,69.0,0
952,84.0,382.0,59.5,195.0,0
953,67.0,179.0,21.8,196.0,0
954,94.0,411.0,34.0,54.0,1
955,79.0,499.0,43.7,8.0,0
956,91.0,64.0,45.8,141.0,0
957,83.0,454.0,39.0,90.0,0
958,85.0,330.0,39.4,20.0,0
959,86.0,488.0,44.1,142.0,0
960,84.0,259.0,37.7,6.0,0
961,86.0,431.0,53.9,174.0,0
962,93.0,78.0,48.4,28.0,0
963,82.0,201.0,48.7,25.0,0
964,87.0,80.0,30.3,35.0,0
965,79.0,489.0,39.2,192.0,0
966,94.0,418.0,37.0,139.0,1
967,73.0,434.0,29.9,160.0,0
968,98.0,472.0,43.6,80.0,1
969,80.0,88.0,34.6,67.0,0
970,66.0,224.0,46.6,47.0,0
971,81.0,82.0,29.3,96.0,0
972,73.0,145.0,57.2,110.0,0
973,88.0,153.0,31.0,126.0,0
974,73.0,261.0,42.2,51.0,0
975,76.0,171.0,47.9,190.0,0
976,61.0,95.0,34.3,34.0,0
977,75.0,125.0,48.5,193.0,0
978,60.0,116.0,27.7,3.0,0
979,64.0,488.0,54.5,96.0,0
980,88.0,392.0,40.1,67.0,0
981,88.0,485.0,34.0,90.0,0
982,84.0,248.0,37.0,114.0,0
983,70.0,175.0,48.1,87.0,0
984,80.0,409.0,34.2,83.0,0
985,80.0,197.0,32.5,147.0,0
986,68.0,185.0,37.8,137.0,0
987,95.0,155.0,28.2,167.0,0
988,89.0,108.0,58.2,50.0,0
989,78.0,165.0,34.3,122.0,0
990,80.0,210.0,48.3,117.0,0
991,82.0,353.0,42.1,74.0,0
992,60.0,78.0,30.2,97.0,0
993,78.0,145.0,39.9,63.0,0
994,73.0,414.0,47.8,28.0,0
995,70.0,116.0,38.1,43.0,0
996,77.0,204.0,51.9,21.0,0
997,98.0,439.0,50.2,137.0,1
998,86.0,120.0,49.2,132.0,0
999,74.0,87.0,35.4,190.0,0
1000,86.0,268.0,29.2,146.0,0
1001,94.0,186.0,33.9,10.0,0
1002,89.0,304.0,42.0,177.0,0
1003,81.0,412.0,45.5,173.0,0
1004,74.0,112.0,18.3,89.0,0
1005,87.0,311.0,39.9,117.0,0
1006,84.0,277.0,41.6,195.0,0
1007,89.0,115.0,37.2,106.0,0
1008,86.0,331.0,52.9,181.0,0
1009,90.0,173.0,44.2,17.0,0
1010,75.0,270.0,53.1,38.0,0
1011,93.0,87.0,37.8,88.0,0
1012,82.0,257.0,49.4,117.0,0
1013,100.0,188.0,56.4,163.0,0
1014,73.0,420.0,53.1,198.0,0
1015,97.0,76.0,29.1,78.0,0
1016,82.0,238.0,37.5,9.0,0
1017,73.0,256.0,36.5,160.0,0
1018,75.0,376.0,44.9,121.0,0
1019,77.0,308.0,46.9,40.0,0
1020,84.0,350.0,31.6,99.0,0
1021,85.0,400.0,40.7,148.0,0
1022,74.0,438.0,19.8,154.0,0
1023,80.0,191.0,54.4,100.0,0
1024,100.0,292.0,34.9,61.0,0
1025,97.0,428.0,40.6,195.0,1
1026,84.0,495.0,36.9,133.0,0
1027,80.0,450.0,51.5,82.0,0
1028,81.0,217.0,11.6,56.0,0
1029,86.0,138.0,39.8,146.0,0
1030,70.0,270.0,38.9,48.0,0
1031,77.0,384.0,35.5,34.0,0
1032,63.0,272.0,57.3,106.0,0
1033,84.0,267.0,31.1,58.0,0
1034,86.0,427.0,47.7,126.0,0
1035,75.0,213.0,43.6,24.0,0
1036,96.0,437.0,52.6,131.0,1
1037,68.0,233.0,33.3,57.0,0
1038,65.0,198.0,32.7,0.0,0
1039,82.0,254.0,51.0,25.0,0
1040,90.0,393.0,44.3,187.0,0
1041,97.0,107.0,24.6,173.0,0
1042,75.0,138.0,34.6,47.0,0
1043,91.0,478.0,43.9,156.0,1
1044,80.0,129.0,48.4,122.0,0
1045,78.0,305.0,33.2,194.0,0
1046,89.0,311.0,10.9,75.0,0
1047,87.0,270.0,45.2,136.0,0
1048,64.0,340.0,27.8,13.0,0
1049,95.0,153.0,19.8,79.0,0
1050,94.0,299.0,11.7,193.0,0
1051,74.0,217.0,48.1,108.0,0
1052,84.0,348.0,41.3,58.0,0
1053,85.0,114.0,37.7,24.0,0
1054,83.0,307.0,53.9,141.0,0
1055,74.0,133.0,46.4,129.0,0
1056,73.0,175.0,56.2,75.0,0
1057,80.0,148.0,26.1,190.0,0
1058,92.0,132.0,39.7,4.0,0
1059,85.0,422.0,23.8,61.0,0
1060,76.0,179.0,37.7,184.0,0
1061,88.0,467.0,37.5,64.0,0
1062,60.0,486.0,46.3,50.0,0
1063,91.0,307.0,40.5,107.0,0
1064,63.0,114.0,46.2,165.0,0
1065,76.0,219.0,47.0,21.0,0
1066,69.0,409.0,61.5,189.0,1
1067,67.0,215.0,36.8,159.0,0
1068,92.0,89.0,30.6,36.0,0
1069,75.0,301.0,42.5,142.0,0
1070,83.0,430.0,32.0,77.0,0
1071,80.0,408.0,54.8,80.0,0
1072,85.0,129.0,37.2,157.0,0
1073,81.0,353.0,34.3,193.0,0
1074,67.0,149.0,35.3,25.0,0
1075,90.0,148.0,47.2,84.0,0
1076,75.0,443.0,38.4,96.0,0
1077,64.0,162.0,33.6,75.0,0
1078,76.0,168.0,56.7,73.0,0
1079,95.0,50.0,31.4,10.0,0
1080,89.0,442.0,40.4,137.0,0
1081,77.0,407.0,46.5,87.0,0
1082,77.0,332.0,23.7,39.0,0
1083,77.0,388.0,44.8,163.0,0
1084,100.0,118.0,29.4,161.0,0
1085,84.0,256.0,48.2,97.0,0
1086,84.0,208.0,30.4,60.0,0
1087,90.0,92.0,46.9,128.0,0
1088,82.0,269.0,51.1,58.0,0
1089,77.0,464.0,48.6,47.0,0
1090,78.0,68.0,42.5,146.0,0
1091,79.0,181.0,37.7,8.0,0
1092,80.0,143.0,34.2,19.0,0
1093,87.0,157.0,54.7,1.0,0
1094,81.0,459.0,33.0,31.0,0
1095,87.0,261.0,29.6,14.0,0
1096,79.0,260.0,46.7,199.0,0
1097,81.0,392.0,32.0,58.0,0
1098,60.0,120.0,30.5,30.0,0
1099,89.0,269.0,25.6,48.0,0
1100,83.0,243.0,35.2,187.0,0
1101,90.0,319.0,39.2,104.0,0
1102,60.0,500.0,42.4,73.0,0
1103,100.0,396.0,49.5,175.0,0
1104,79.0,229.0,45.3,79.0,0
1105,91.0,422.0,38.1,67.0,1
1106,70.0,127.0,38.0,41.0,0
1107,86.0,64.0,45.1,76.0,0
1108,69.0,142.0,52.7,63.0,0
1109,74.0,203.0,41.3,135.0,0
1110,99.0,280.0,35.3,58.0,0
1111,78.0,327.0,30.1,115.0,0
1112,82.0,460.0,25.5,13.0,0
1113,89.0,279.0,46.7,38.0,0
1114,85.0,276.0,45.8,81.0,0
1115,82.0,73.0,45.8,187.0,0
1116,84.0,66.0,38.7,75.0,0
1117,100.0,298.0,54.1,133.0,0
1118,79.0,247.0,35.2,51.0,0
1119,82.0,428.0,49.6,25.0,0
1120,91.0,122.0,39.6,12.0,0
1121,91.0,61.0,33.9,61.0,0
1122,92.0,252.0,45.9,32.0,0
1123,86.0,157.0,44.1,35.0,0
1124,69.0,72.0,43.6,152.0,0
1125,96.0,376.0,40.8,3.0,0
1126,69.0,100.0,39.6,112.0,0
1127,83.0,324.0,63.9,76.0,1
1128,72.0,176.0,51.8,101.0,0
1129,79.0,128.0,47.2,113.0,0
1130,83.0,221.0,41.1,63.0,0
1131,83.0,411.0,50.1,59.0,0
1132,84.0,226.0,45.2,147.0,0
1133,96.0,388.0,40.3,174.0,0
1134,85.0,106.0,37.0,39.0,0
1135,78.0,398.0,39.2,20.0,0
1136,90.0,157.0,10.0,180.0,0
1137,92.0,355.0,42.1,70.0,0
1138,68.0,305.0,35.1,110.0,0
1139,86.0,468.0,55.9,72.0,0
1140,87.0,224.0,40.2,25.0,0
1141,77.0,80.0,28.1,118.0,0
1142,94.0,59.0,39.5,105.0,0
1143,78.0,422.0,29.5,41.0,0
1144,81.0,286.0,44.7,90.0,0
1145,78.0,399.0,42.9,159.0,0
1146,80.0,155.0,49.6,118.0,0
1147,69.0,205.0,32.1,19.0,0
1148,66.0,64.0,40.3,110.0,0
1149,96.0,483.0,26.3,141.0,1
1150,72.0,351.0,47.0,159.0,0
1151,70.0,470.0,45.2,126.0,0
1152,60.0,169.0,45.0,31.0,0
1153,74.0,325.0,40.0,142.0,0
1154,67.0,355.0,44.1,135.0,0
1155,96.0,193.0,56.0,5.0,0
1156,90.0,432.0,37.1,82.0,0
1157,73.0,476.0,41.4,67.0,0
1158,100.0,448.0,29.1,134.0,1
1159,90.0,383.0,31.3,43.0,0
1160,77.0,175.0,41.0,118.0,0
1161,60.0,177.0,51.0,183.0,0
1162,100.0,484.0,37.4,160.0,1
1163,66.0,55.0,37.6,184.0,0
1164,64.0,372.0,35.9,196.0,0
1165,90.0,368.0,34.7,2.0,0
1166,100.0,330.0,42.9,125.0,0
1167,94.0,496.0,25.0,83.0,1
1168,86.0,190.0,52.8,172.0,0
1169,86.0,203.0,33.3,50.0,0
1170,89.0,86.0,47.2,196.0,0
1171,88.0,249.0,27.3,123.0,0
1172,83.0,167.0,46.7,159.0,0
1173,81.0,205.0,46.7,17.0,0
1174,79.0,426.0,43.8,37.0,0
1175,72.0,471.0,30.1,152.0,0
1176,77.0,134.0,42.5,4.0,0
1177,63.0,218.0,28.2,163.0,0
1178,79.0,468.0,37.5,3.0,0
1179,70.0,78.0,50.3,131.0,0
1180,69.0,92.0,48.0,73.0,0
1181,82.0,123.0,40.2,122.0,0
1182,94.0,318.0,30.3,139.0,0
1183,89.0,118.0,46.5,68.0,0
1184,64.0,486.0,40.2,22.0,0
1185,70.0,251.0,16.8,14.0,0
1186,89.0,276.0,47.8,118.0,0
1187,70.0,161.0,39.8,104.0,0
1188,78.0,262.0,52.0,148.0,0
1189,86.0,348.0,29.0,102.0,0
1190,70.0,388.0,10.0,84.0,0
1191,81.0,389.0,42.8,80.0,0
1192,67.0,310.0,42.9,5.0,0
1193,74.0,457.0,23.1,67.0,0
1194,83.0,418.0,30.2,195.0,0
1195,64.0,391.0,67.6,175.0,1
1196,84.0,75.0,36.9,66.0,0
1197,80.0,53.0,47.3,118.0,0
1198,86.0,146.0,33.5,169.0,0
1199,82.0,349.0,19.1,88.0,0
1200,94.0,235.0,38.3,4.0,0
1201,81.0,231.0,37.3,15.0,0
1202,76.0,448.0,36.0,102.0,0
1203,81.0,453.0,38.9,194.0,0
1204,85.0,459.0,42.6,139.0,0
1205,80.0,191.0,38.5,14.0,0
1206,80.0,361.0,27.4,38.0,0
1207,73.0,172.0,44.9,154.0,0
1208,73.0,136.0,20.5,168.0,0
1209,66.0,133.0,19.5,124.0,0
1210,97.0,204.0,47.4,129.0,0
1211,68.0,243.0,45.1,6.0,0
1212,73.0,424.0,39.4,166.0,0
1213,73.0,104.0,26.0,158.0,0
1214,89.0,381.0,32.9,52.0,0
1215,77.0,289.0,37.4,142.0,0
1216,92.0,180.0,24.0,43.0,0
1217,73.0,272.0,32.6,8.0,0
1218,83.0,185.0,46.5,40.0,0
1219,72.0,318.0,54.3,36.0,0
1220,100.0,245.0,35.8,68.0,0
1221,68.0,124.0,47.6,84.0,0
1222,83.0,102.0,20.9,102.0,0
1223,86.0,296.0,46.6,95.0,0
1224,84.0,456.0,32.0,54.0,0
1225,78.0,205.0,43.1,6.0,0
1226,79.0,380.0,37.5,121.0,0
1227,80.0,346.0,53.2,79.0,0
1228,79.0,469.0,31.3,60.0,0
1229,90.0,419.0,46.3,173.0,0
1230,100.0,305.0,37.2,149.0,0
1231,74.0,346.0,38.4,172.0,0
1232,66.0,454.0,38.2,99.0,0
1233,79.0,230.0,31.5,26.0,0
1234,100.0,197.0,39.9,139.0,0
1235,72.0,55.0,39.4,41.0,0
1236,96.0,422.0,42.4,88.0,1
1237,97.0,410.0,40.8,13.0,1
1238,74.0,97.0,48.0,165.0,0
1239,86.0,310.0,49.2,25.0,0
1240,96.0,259.0,29.5,181.0,0
1241,76.0,103.0,48.7,173.0,0
1242,78.0,491.0,28.1,93.0,0
1243,74.0,147.0,45.9,149.0,0
1244,70.0,80.0,46.2,124.0,0
1245,74.0,318.0,20.9,161.0,0
1246,68.0,382.0,40.9,86.0,0
1247,80.0,65.0,35.3,157.0,0
1248,72.0,346.0,32.4,92.0,0
1249,82.0,290.0,53.5,188.0,0
1250,64.0,96.0,33.5,97.0,0
1251,83.0,128.0,31.9,93.0,0
1252,88.0,306.0,40.8,157.0,0
1253,60.0,183.0,46.9,164.0,0
1254,84.0,472.0,38.6,111.0,0
1255,92.0,418.0,51.7,36.0,1
1256,68.0,493.0,45.3,94.0,0
1257,97.0,167.0,18.2,194.0,0
1258,84.0,486.0,34.7,151.0,0
1259,73.0,244.0,34.4,162.0,0
1260,79.0,206.0,44.8,7.0,0
1261,86.0,73.0,13.8,94.0,0
1262,81.0,74.0,65.5,129.0,1
1263,85.0,361.0,45.3,166.0,0
1264,71.0,256.0,41.5,10.0,0
1265,82.0,152.0,51.8,170.0,0
1266,66.0,326.0,63.4,110.0,1
1267,79.0,164.0,48.7,39.0,0
1268,71.0,310.0,49.5,63.0,0
1269,73.0,212.0,41.3,56.0,0
1270,92.0,421.0,38.6,106.0,1
1271,91.0,419.0,35.2,10.0,1
1272,86.0,265.0,31.7,32.0,0
1273,69.0,208.0,33.1,163.0,0
1274,77.0,213.0,26.5,27.0,0
1275,92.0,413.0,39.2,47.0,1
1276,81.0,198.0,23.2,91.0,0
1277,100.0,144.0,41.9,103.0,0
1278,84.0,88.0,39.6,153.0,0
1279,82.0,260.0,41.5,89.0,0
1280,77.0,267.0,34.8,158.0,0
1281,81.0,428.0,70.0,124.0,1
1282,78.0,150.0,53.6,23.0,0
1283,87.0,221.0,27.6,31.0,0
1284,90.0,414.0,42.3,87.0,0
1285,72.0,421.0,33.9,79.0,0
1286,67.0,223.0,29.9,149.0,0
1287,62.0,257.0,26.6,116.0,0
1288,85.0,186.0,44.3,78.0,0
1289,69.0,470.0,33.2,34.0,0
1290,60.0,103.0,49.7,45.0,0
1291,84.0,470.0,49.9,115.0,0
1292,100.0,358.0,53.7,85.0,0
1293,80.0,289.0,31.5,103.0,0
1294,88.0,65.0,44.8,34.0,0
1295,81.0,264.0,46.3,133.0,0
1296,79.0,233.0,35.3,171.0,0
1297,89.0,123.0,32.3,52.0,0
1298,77.0,345.0,56.1,98.0,0
1299,83.0,487.0,42.3,195.0,0
1300,83.0,303.0,46.4,67.0,0
1301,73.0,372.0,31.8,119.0,0
1302,90.0,81.0,27.8,18.0,0
1303,78.0,238.0,34.3,121.0,0
1304,72.0,102.0,38.8,18.0,0
1305,85.0,326.0,29.4,192.0,0
1306,71.0,472.0,39.9,143.0,0
1307,80.0,348.0,23.1,158.0,0
1308,80.0,85.0,28.8,141.0,0
1309,91.0,210.0,46.7,118.0,0
1310,85.0,298.0,46.0,90.0,0
1311,80.0,231.0,36.1,172.0,0
1312,88.0,425.0,29.8,191.0,0
1313,94.0,417.0,29.7,100.0,1
1314,86.0,325.0,36.3,186.0,0
1315,80.0,218.0,46.4,117.0,0
1316,67.0,165.0,49.3,108.0,0
1317,69.0,98.0,35.0,91.0,0
1318,77.0,210.0,28.5,42.0,0
1319,74.0,236.0,42.7,1.0,0
1320,78.0,354.0,31.8,48.0,0
1321,81.0,346.0,34.8,102.0,0
1322,85.0,82.0,53.3,76.0,0
1323,79.0,228.0,48.3,90.0,0
1324,85.0,132.0,41.6,196.0,0
1325,81.0,121.0,27.3,70.0,0
1326,60.0,422.0,42.1,90.0,0
1327,71.0,69.0,50.6,27.0,0
1328,79.0,239.0,36.2,10.0,0
1329,68.0,126.0,53.5,155.0,0
1330,86.0,446.0,52.9,114.0,0
1331,95.0,301.0,56.6,152.0,0
1332,92.0,154.0,43.1,30.0,0
1333,78.0,276.0,45.9,114.0,0
1334,95.0,379.0,54.1,51.0,0
1335,81.0,481.0,44.5,46.0,0
1336,77.0,149.0,35.0,2.0,0
1337,74.0,449.0,35.5,26.0,0
1338,77.0,470.0,42.4,62.0,0
1339,76.0,462.0,27.1,23.0,0
1340,82.0,336.0,38.6,197.0,0
1341,82.0,333.0,51.0,62.0,0
1342,80.0,231.0,18.1,26.0,0
1343,84.0,389.0,55.3,40.0,0
1344,92.0,289.0,51.2,118.0,0
1345,89.0,355.0,35.4,13.0,0
1346,65.0,243.0,45.4,172.0,0
1347,60.0,379.0,40.0,192.0,0
1348,89.0,421.0,52.3,49.0,0
1349,66.0,116.0,49.8,90.0,0
1350,78.0,425.0,26.0,4.0,0
1351,68.0,293.0,45.9,128.0,0
1352,62.0,430.0,37.9,83.0,0
1353,85.0,244.0,40.8,54.0,0
1354,88.0,221.0,32.7,41.0,0
1355,74.0,462.0,57.5,131.0,0
1356,60.0,163.0,50.4,83.0,0
1357,75.0,430.0,32.6,36.0,0
1358,84.0,268.0,26.7,138.0,0
1359,65.0,281.0,36.1,113.0,0
1360,82.0,189.0,44.3,172.0,0
1361,80.0,308.0,42.4,23.0,0
1362,86.0,196.0,52.5,157.0,0
1363,81.0,68.0,47.9,135.0,0
1364,70.0,172.0,49.7,23.0,0
1365,92.0,53.0,43.3,139.0,0
1366,78.0,490.0,26.1,88.0,0
1367,80.0,485.0,38.0,189.0,0
1368,71.0,228.0,50.6,28.0,0
1369,76.0,378.0,39.5,129.0,0
1370,71.0,206.0,45.0,76.0,0
1371,78.0,352.0,36.8,191.0,0
1372,97.0,412.0,29.7,66.0,1
1373,66.0,476.0,38.8,192.0,0
1374,64.0,230.0,43.1,180.0,0
1375,95.0,402.0,33.4,54.0,1
